scen,fuel,rx,WS,time,TFL,TFC,ROS,ROSeq,HFI,Area,BUI,FFMC,LB,FROS,CFB,a,Prob
PIMAstrip_perp25,PIMA,strip_perp,25,26,1.79,4.09358177246537,20.5529387628957,22,25240.540647116,3.33257356218053,40,87,1.66279922358523,3.30767534768342,0.9,0.104673372559999,0.491636562640572
PIMAstrip_perp25,PIMA,strip_perp,25,28,1.79,4.09358177246537,20.8262684627803,22,25576.2098903123,4.10739488371928,40,87,1.66279922358523,3.30767534768342,0.9,0.104673372559999,0.322379507069014
PIMAstrip_perp25,PIMA,strip_perp,25,30,1.79,4.09358177246537,21.0479699917739,22,25848.4758917171,4.97381415424449,40,87,1.66279922358523,3.30767534768342,0.9,0.104673372559999,0.177099568843029
PIMAstrip_perp25,PIMA,strip_perp,25,35,1.79,4.09358177246537,21.4359010424589,22,26324.8841351344,7.54470181225604,40,87,1.66279922358523,3.30767534768342,0.9,0.104673372559999,0.0200368126656234
PIMAstrip_perp25,PIMA,strip_perp,25,40,1.79,4.09358177246537,21.665758819418,22,26607.1666169401,10.6972042977491,40,87,1.66279922358523,3.30767534768342,0.9,0.104673372559999,0.00113921952920303
PIMAstrip_perp25,PIMA,strip_perp,25,45,1.79,4.09358177246537,21.8019546653945,22,26774.4252667126,14.4316608230956,40,87,1.66279922358523,3.30767534768342,0.9,0.104673372559999,0.0000373396178957463
PIMAstrip_perp25,PIMA,strip_perp,25,50,1.79,4.09358177246537,21.8826537337778,22,26873.5297373292,18.7465068629703,40,87,1.66279922358523,3.30767534768342,0.9,0.104673372559999,0.000000718607156266876
PIMAstrip_perp25,PIMA,strip_perp,25,55,1.79,4.09358177246537,21.9304697269253,22,26932.2513407235,23.6397381740732,40,87,1.66279922358523,3.30767534768342,0.9,0.104673372559999,0.00000000814360474753758
PIMAstrip_perp25,PIMA,strip_perp,25,60,1.79,4.09358177246537,21.9588017665199,22,26967.0451969819,29.109517991004,40,87,1.66279922358523,3.30767534768342,0.9,0.104673372559999,0.0000000000544365950801299
PIBA1control12,PIBA,1control,12,2,,5,7.77,,261.5227436924,0.0000387314960603146,,,,,,,0.953367515225496
PIBA1control12,PIBA,1control,12,4,,5,7.77,,498.9688381397,0.000563965,,,,,,,0.953346131356195
PIBA1control12,PIBA,1control,12,6,,5,7.77,,714.81996579,0.0026042412,,,,,,,0.953262976938782
PIBA1control12,PIBA,1control,12,8,,5,7.77,,911.2856193541,0.0075244431,,,,,,,0.95306186682684
PIBA1control12,PIBA,1control,12,10,,5,7.77,,1090.334155944,0.0168307933,,,,,,,0.952679223880989
PIBA1control12,PIBA,1control,12,12,,5,7.77,,1253.7202102178,0.0320441753,,,,,,,0.952047314843992
PIBA1control12,PIBA,1control,12,14,,5,7.77,,1403.0089020604,0.0546213309,,,,,,,0.951094754313664
PIBA1control12,PIBA,1control,12,16,,5,7.77,,1539.5972214296,0.0859091765,,,,,,,0.949744972221952
PIBA1control12,PIBA,1control,12,18,,5,7.77,,1664.7329265978,0.1271216446,,,,,,,0.947913137464584
PIBA1control12,PIBA,1control,12,20,,5,7.77,,1779.5312513181,0.1793315009,,,,,,,0.945501818382787
PIBA1control12,PIBA,1control,12,22,,5,7.77,,1884.9896807316,0.2434718015,,,,,,,0.942395465499277
PIBA1control12,PIBA,1control,12,24,,5,7.77,,1982.0010244928,0.3203432565,,,,,,,0.93845363865402
PIBA1control12,PIBA,1control,12,26,,5,7.77,,2071.3649880833,0.410624929,,,,,,,0.933502778446901
PIBA1control12,PIBA,1control,12,28,,5,7.77,,2153.7984191322,0.5148865223,,,,,,,0.927326254614489
PIBA1control12,PIBA,1control,12,30,,5,7.77,,2229.9443843535,0.6336011055,,,,,,,0.919652438863288
PIBA1control12,PIBA,1control,12,35,,5,7.77,,2396.4477170104,0.9959954608,,,,,,,0.891469274239115
PIBA1control12,PIBA,1control,12,40,,5,7.77,,2534.6456293299,1.4552574588,,,,,,,0.843611974447642
PIBA1control12,PIBA,1control,12,45,,5,7.77,,2650.3387018008,2.0137851683,,,,,,,0.763864147331159
PIBA1control12,PIBA,1control,12,50,,5,7.77,,2748.0113919081,2.6727751184,,,,,,,0.638909227205324
PIBA1control12,PIBA,1control,12,55,,5,7.77,,2831.1500674988,3.432705238,,,,,,,0.468757217737996
PIBA1control12,PIBA,1control,12,60,,5,7.77,,2902.4808682495,4.2936494668,,,,,,,0.286307344846234
PIBA1control25,PIBA,1control,25,2,,5,13,,394.222679088,0.0000638162448838245,,,,,,,0.953366494160325
PIBA1control25,PIBA,1control,25,4,,5,13,,749.1100096183,0.0009217205,,,,,,,0.953331560691722
PIBA1control25,PIBA,1control,25,6,,5,13,,1069.0544155078,0.0042236718,,,,,,,0.953196874379005
PIBA1control25,PIBA,1control,25,8,,5,13,,1357.9265167029,0.0121149202,,,,,,,0.95287349232087
PIBA1control25,PIBA,1control,25,10,,5,13,,1619.1396022638,0.0269126606,,,,,,,0.952261350008564
PIBA1control25,PIBA,1control,25,12,,5,13,,1855.7059175204,0.0509059846,,,,,,,0.951252734452225
PIBA1control25,PIBA,1control,25,14,,5,13,,2070.2858256094,0.0862392027,,,,,,,0.949730548271042
PIBA1control25,PIBA,1control,25,16,,5,13,,2265.2307642482,0.1348506089,,,,,,,0.947562639718286
PIBA1control25,PIBA,1control,25,18,,5,13,,2442.6207977054,0.1984472822,,,,,,,0.944592920617841
